no,source,destination,protocol,length,info,rf_prob
1605,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1607,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1609,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1611,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1613,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1615,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1617,121.53.105.132,192.168.0.10,TCP,1514,Ether / IP / TCP 121.53.105.132:https > 192.168.0.10:60465 A / Raw,1.0
1619,121.53.105.132,192.168.0.10,TCP,1230,Ether / IP / TCP 121.53.105.132:https > 192.168.0.10:60465 PA / Raw,1.0
1621,192.168.0.10,121.53.105.132,TCP,54,Ether / IP / TCP 192.168.0.10:60465 > 121.53.105.132:https A,1.0
1623,192.168.0.10,121.53.105.132,TCP,153,Ether / IP / TCP 192.168.0.10:60465 > 121.53.105.132:https PA / Raw,1.0
1624,192.168.0.10,121.53.105.132,TCP,1494,Ether / IP / TCP 192.168.0.10:60465 > 121.53.105.132:https A / Raw,1.0
1626,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1628,192.168.0.10,121.53.105.132,TCP,1421,Ether / IP / TCP 192.168.0.10:60465 > 121.53.105.132:https PA / Raw,1.0
1630,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1632,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1634,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1636,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1638,172.217.131.134,192.168.0.10,UDP,159,Ether / IP / UDP 172.217.131.134:https > 192.168.0.10:55592 / Raw,1.0
1640,172.217.131.134,192.168.0.10,UDP,65,Ether / IP / UDP 172.217.131.134:https > 192.168.0.10:55592 / Raw,1.0
1642,192.168.0.10,172.217.131.134,UDP,74,Ether / IP / UDP 192.168.0.10:55592 > 172.217.131.134:https / Raw,1.0
1644,172.217.131.134,192.168.0.10,UDP,63,Ether / IP / UDP 172.217.131.134:https > 192.168.0.10:55592 / Raw,1.0
1646,172.217.131.134,192.168.0.10,UDP,63,Ether / IP / UDP 172.217.131.134:https > 192.168.0.10:55592 / Raw,1.0
1648,121.53.105.132,192.168.0.10,TCP,54,Ether / IP / TCP 121.53.105.132:https > 192.168.0.10:60465 A,1.0
1650,121.53.105.132,192.168.0.10,TCP,328,Ether / IP / TCP 121.53.105.132:https > 192.168.0.10:60465 PA / Raw,1.0
1652,192.168.0.10,172.217.131.134,UDP,77,Ether / IP / UDP 192.168.0.10:55592 > 172.217.131.134:https / Raw,1.0
1654,172.217.25.164,192.168.0.10,UDP,396,Ether / IP / UDP 172.217.25.164:https > 192.168.0.10:60894 / Raw,1.0
1656,121.53.105.132,192.168.0.10,TCP,54,Ether / IP / TCP 121.53.105.132:https > 192.168.0.10:60465 A,1.0
1658,192.168.0.10,121.53.105.132,TCP,92,Ether / IP / TCP 192.168.0.10:60465 > 121.53.105.132:https PA / Raw,1.0
1660,192.168.0.10,172.217.25.164,UDP,75,Ether / IP / UDP 192.168.0.10:60894 > 172.217.25.164:https / Raw,1.0
1662,172.217.25.164,192.168.0.10,UDP,162,Ether / IP / UDP 172.217.25.164:https > 192.168.0.10:60894 / Raw,1.0
1664,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1666,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1668,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1670,121.53.105.132,192.168.0.10,TCP,1514,Ether / IP / TCP 121.53.105.132:https > 192.168.0.10:60465 A / Raw,1.0
1672,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1674,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1676,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1678,142.250.206.225,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.225:https > 192.168.0.10:63332 / Raw,1.0
1680,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1682,142.250.206.225,192.168.0.10,UDP,982,Ether / IP / UDP 142.250.206.225:https > 192.168.0.10:63332 / Raw,1.0
1684,192.168.0.10,142.250.206.225,UDP,120,Ether / IP / UDP 192.168.0.10:63332 > 142.250.206.225:https / Raw,1.0
1686,142.250.206.225,192.168.0.10,UDP,134,Ether / IP / UDP 142.250.206.225:https > 192.168.0.10:63332 / Raw,1.0
1688,192.168.0.10,142.250.206.225,UDP,78,Ether / IP / UDP 192.168.0.10:63332 > 142.250.206.225:https / Raw,1.0
1690,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1692,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1694,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1696,192.168.0.10,121.53.105.132,TCP,54,Ether / IP / TCP 192.168.0.10:60465 > 121.53.105.132:https A,1.0
1698,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1700,192.168.0.10,142.251.222.22,UDP,74,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1702,142.250.207.99,192.168.0.10,UDP,341,Ether / IP / UDP 142.250.207.99:https > 192.168.0.10:61424 / Raw,1.0
1704,142.250.207.99,192.168.0.10,UDP,118,Ether / IP / UDP 142.250.207.99:https > 192.168.0.10:61424 / Raw,1.0
1706,142.250.207.99,192.168.0.10,UDP,66,Ether / IP / UDP 142.250.207.99:https > 192.168.0.10:61424 / Raw,1.0
1708,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1710,142.250.206.238,192.168.0.10,UDP,1287,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1712,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1714,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1716,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1717,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1719,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1721,192.168.0.10,142.250.207.99,UDP,73,Ether / IP / UDP 192.168.0.10:61424 > 142.250.207.99:https / Raw,1.0
1723,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1725,142.250.206.238,192.168.0.10,UDP,466,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1727,142.250.206.238,192.168.0.10,UDP,557,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1729,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1731,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1733,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1735,192.168.0.10,142.251.222.22,UDP,74,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1737,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1739,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1741,192.168.0.10,142.251.222.22,UDP,74,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1743,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1745,192.168.0.10,142.250.206.238,UDP,1285,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1747,192.168.0.10,142.250.206.238,UDP,1169,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1749,192.168.0.10,142.250.198.14,UDP,115,Ether / IP / UDP 192.168.0.10:64651 > 142.250.198.14:https / Raw,1.0
1751,192.168.0.10,1.254.179.17,UDP,1288,Ether / IP / UDP 192.168.0.10:49314 > 1.254.179.17:https / Raw,1.0
1753,192.168.0.10,1.254.179.17,UDP,651,Ether / IP / UDP 192.168.0.10:49314 > 1.254.179.17:https / Raw,1.0
1755,1.254.179.17,192.168.0.10,UDP,1288,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1757,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1759,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1761,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1763,192.168.0.10,1.254.179.17,UDP,78,Ether / IP / UDP 192.168.0.10:49314 > 1.254.179.17:https / Raw,1.0
1765,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1767,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1769,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1771,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1773,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1775,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1777,192.168.0.10,1.254.179.17,UDP,74,Ether / IP / UDP 192.168.0.10:49314 > 1.254.179.17:https / Raw,1.0
1779,142.250.206.238,192.168.0.10,UDP,75,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1781,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1783,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1785,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1787,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1789,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1791,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1793,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1795,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1797,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1799,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1801,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1803,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1805,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1807,192.168.0.10,1.254.179.17,UDP,74,Ether / IP / UDP 192.168.0.10:49314 > 1.254.179.17:https / Raw,1.0
1809,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1811,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1813,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1815,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1817,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1819,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1821,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1823,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1825,192.168.0.10,1.254.179.17,UDP,74,Ether / IP / UDP 192.168.0.10:49314 > 1.254.179.17:https / Raw,1.0
1826,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1828,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1830,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1832,192.168.0.10,1.254.179.17,UDP,75,Ether / IP / UDP 192.168.0.10:49314 > 1.254.179.17:https / Raw,1.0
1834,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1836,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1838,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1840,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1842,192.168.0.10,1.254.179.17,UDP,75,Ether / IP / UDP 192.168.0.10:49314 > 1.254.179.17:https / Raw,1.0
1844,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1846,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1848,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1850,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1852,192.168.0.10,142.250.198.14,UDP,74,Ether / IP / UDP 192.168.0.10:64651 > 142.250.198.14:https / Raw,1.0
1854,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1856,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1858,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1860,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1862,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1864,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1866,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1868,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1870,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1872,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1874,192.168.0.10,1.254.179.17,UDP,75,Ether / IP / UDP 192.168.0.10:49314 > 1.254.179.17:https / Raw,1.0
1876,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1878,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1880,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1882,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1884,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1886,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1888,192.168.0.10,1.254.179.17,UDP,75,Ether / IP / UDP 192.168.0.10:49314 > 1.254.179.17:https / Raw,1.0
1890,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1892,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1894,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1896,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1898,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1900,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1902,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1904,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1906,192.168.0.10,1.254.179.17,UDP,75,Ether / IP / UDP 192.168.0.10:49314 > 1.254.179.17:https / Raw,1.0
1908,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1910,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1912,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1914,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1916,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1918,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1920,192.168.0.10,1.254.179.17,UDP,75,Ether / IP / UDP 192.168.0.10:49314 > 1.254.179.17:https / Raw,1.0
1922,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
1923,1.254.179.17,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.17:https > 192.168.0.10:49314 / Raw,1.0
