no,source,destination,protocol,length,info,rf_prob
782,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
784,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
786,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
788,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
790,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
792,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
794,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
796,192.168.0.10,1.254.179.12,UDP,78,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
798,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
800,1.254.179.12,192.168.0.10,UDP,73,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
802,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
804,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
806,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
808,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
810,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
812,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
814,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
816,192.168.0.10,1.254.179.12,UDP,78,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
818,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
820,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
822,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
824,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
826,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
828,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
830,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
832,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
834,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
836,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
838,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
840,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
842,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
843,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
845,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
847,192.168.0.10,1.254.179.12,UDP,78,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
849,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
851,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
853,192.168.0.10,1.254.179.12,UDP,79,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
855,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
857,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
859,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
861,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
863,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
865,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
867,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
869,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
871,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
873,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
875,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
877,192.168.0.10,1.254.179.12,UDP,79,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
879,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
881,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
883,1.254.179.12,192.168.0.10,UDP,1292,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
885,1.254.179.12,192.168.0.10,UDP,784,Ether / IP / UDP 1.254.179.12:https > 192.168.0.10:53430 / Raw,1.0
887,192.168.0.10,1.254.179.12,UDP,84,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
889,192.168.0.10,1.254.179.12,UDP,74,Ether / IP / UDP 192.168.0.10:53430 > 1.254.179.12:https / Raw,1.0
891,142.250.206.202,192.168.0.10,UDP,162,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:54802 / Raw,1.0
893,192.168.0.10,142.250.206.202,UDP,76,Ether / IP / UDP 192.168.0.10:54802 > 142.250.206.202:https / Raw,1.0
895,192.168.0.10,142.250.206.202,UDP,73,Ether / IP / UDP 192.168.0.10:54802 > 142.250.206.202:https / Raw,1.0
897,162.159.136.234,192.168.0.10,TCP,102,Ether / IP / TCP 162.159.136.234:https > 192.168.0.10:60274 PA / Raw,1.0
899,142.250.206.202,192.168.0.10,UDP,315,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:54802 / Raw,1.0
901,192.168.0.10,162.159.136.234,TCP,54,Ether / IP / TCP 192.168.0.10:60274 > 162.159.136.234:https A,1.0
903,192.168.0.10,142.250.206.228,UDP,349,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
905,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
907,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
909,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
911,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
913,192.168.0.10,203.133.165.241,TCP,54,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https A,1.0
915,203.133.165.241,192.168.0.10,TCP,1010,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 PA / Raw,1.0
917,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
919,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
921,192.168.0.10,203.133.165.241,TCP,54,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https A,1.0
923,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
925,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
926,192.168.0.10,203.133.165.241,TCP,54,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https A,1.0
928,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
930,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
932,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
934,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
936,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
938,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
940,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
942,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
944,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
946,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
948,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
950,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
952,192.168.0.10,203.133.165.241,TCP,54,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https A,1.0
954,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
956,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
958,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
960,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
962,203.133.165.241,192.168.0.10,TCP,1514,Ether / IP / TCP 203.133.165.241:https > 192.168.0.10:60455 A / Raw,1.0
964,192.168.0.10,203.133.165.241,TCP,54,Ether / IP / TCP 192.168.0.10:60455 > 203.133.165.241:https A,1.0
966,142.250.206.228,192.168.0.10,UDP,1288,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
968,192.168.0.10,142.250.206.228,UDP,77,Ether / IP / UDP 192.168.0.10:52724 > 142.250.206.228:https / Raw,1.0
970,142.250.206.228,192.168.0.10,UDP,301,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
972,142.250.206.228,192.168.0.10,UDP,67,Ether / IP / UDP 142.250.206.228:https > 192.168.0.10:52724 / Raw,1.0
974,192.168.0.10,142.250.206.227,UDP,1292,Ether / IP / UDP 192.168.0.10:53208 > 142.250.206.227:https / Raw,1.0
976,192.168.0.10,142.250.206.227,UDP,124,Ether / IP / UDP 192.168.0.10:53208 > 142.250.206.227:https / Raw,1.0
978,142.250.206.227,192.168.0.10,UDP,82,Ether / IP / UDP 142.250.206.227:https > 192.168.0.10:53208 / Raw,1.0
980,142.250.206.227,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.227:https > 192.168.0.10:53208 / Raw,1.0
982,142.250.206.227,192.168.0.10,UDP,352,Ether / IP / UDP 142.250.206.227:https > 192.168.0.10:53208 / Raw,1.0
984,142.250.206.227,192.168.0.10,UDP,73,Ether / IP / UDP 142.250.206.227:https > 192.168.0.10:53208 / Raw,1.0
986,192.168.0.10,142.250.206.227,UDP,120,Ether / IP / UDP 192.168.0.10:53208 > 142.250.206.227:https / Raw,1.0
988,192.168.0.10,142.250.206.227,UDP,74,Ether / IP / UDP 192.168.0.10:53208 > 142.250.206.227:https / Raw,1.0
990,192.168.0.10,142.250.206.227,UDP,74,Ether / IP / UDP 192.168.0.10:53208 > 142.250.206.227:https / Raw,1.0
992,192.168.0.10,219.250.36.130,UDP,75,Ether / IP / UDP / DNS Qry b'www.youtube.com.',1.0
994,219.250.36.130,192.168.0.10,UDP,124,Ether / IP / UDP / DNS Ans b'youtube-ui.l.google.com.',1.0
996,142.250.206.238,192.168.0.10,UDP,75,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
998,192.168.0.10,219.250.36.130,UDP,91,Ether / IP / UDP / DNS Qry b'aem-kakao-collector.onkakao.net.',1.0
1000,219.250.36.130,192.168.0.10,UDP,159,Ether / IP / UDP / DNS Ans b'aem-kakao-collector-8g8eydvy.kgslb.com.',1.0
1001,219.250.36.130,192.168.0.10,UDP,207,Ether / IP / UDP / DNS Ans b'aem-kakao-collector-8g8eydvy.kgslb.com.',1.0
1003,121.53.104.58,192.168.0.10,TCP,66,Ether / IP / TCP 121.53.104.58:https > 192.168.0.10:60463 SA,1.0
1005,192.168.0.10,121.53.104.58,TCP,1514,Ether / IP / TCP 192.168.0.10:60463 > 121.53.104.58:https A / Raw,1.0
1007,192.168.0.10,211.115.106.202,TCP,511,Ether / IP / TCP 192.168.0.10:60459 > 211.115.106.202:http PA / Raw,1.0
1009,121.53.104.58,192.168.0.10,TCP,54,Ether / IP / TCP 121.53.104.58:https > 192.168.0.10:60463 A,1.0
1011,121.53.104.58,192.168.0.10,TCP,1514,Ether / IP / TCP 121.53.104.58:https > 192.168.0.10:60463 PA / Raw,1.0
1013,121.53.104.58,192.168.0.10,TCP,200,Ether / IP / TCP 121.53.104.58:https > 192.168.0.10:60463 PA / Raw,1.0
1015,192.168.0.10,121.53.104.58,TCP,147,Ether / IP / TCP 192.168.0.10:60463 > 121.53.104.58:https PA / Raw,1.0
1017,192.168.0.10,121.53.104.58,TCP,612,Ether / IP / TCP 192.168.0.10:60463 > 121.53.104.58:https PA / Raw,1.0
1019,192.168.0.10,121.53.104.58,TCP,596,Ether / IP / TCP 192.168.0.10:60463 > 121.53.104.58:https PA / Raw,1.0
1021,121.53.104.58,192.168.0.10,TCP,105,Ether / IP / TCP 121.53.104.58:https > 192.168.0.10:60463 PA / Raw,1.0
1023,121.53.104.58,192.168.0.10,TCP,54,Ether / IP / TCP 121.53.104.58:https > 192.168.0.10:60463 A,1.0
1025,192.168.0.10,121.53.104.58,TCP,54,Ether / IP / TCP 192.168.0.10:60463 > 121.53.104.58:https A,1.0
1027,121.53.104.58,192.168.0.10,TCP,54,Ether / IP / TCP 121.53.104.58:https > 192.168.0.10:60463 A,1.0
1029,121.53.104.58,192.168.0.10,TCP,96,Ether / IP / TCP 121.53.104.58:https > 192.168.0.10:60463 PA / Raw,1.0
1031,192.168.0.10,121.53.104.58,TCP,54,Ether / IP / TCP 192.168.0.10:60463 > 121.53.104.58:https A,1.0
1033,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1035,142.250.206.238,192.168.0.10,UDP,1128,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1037,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1039,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1041,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1043,192.168.0.10,142.250.206.238,UDP,81,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
1045,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1047,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1049,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1051,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1053,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1055,142.250.206.238,192.168.0.10,UDP,1060,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1057,142.250.206.238,192.168.0.10,UDP,338,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1059,121.53.104.58,192.168.0.10,TCP,54,Ether / IP / TCP 121.53.104.58:https > 192.168.0.10:60463 A,1.0
1061,142.250.206.238,192.168.0.10,UDP,160,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1063,142.250.206.238,192.168.0.10,UDP,1284,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1065,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1067,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1069,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1071,192.168.0.10,219.250.36.130,UDP,95,Ether / IP / UDP / DNS Qry b'optimizationguide-pa.googleapis.com.',1.0
1072,192.168.0.10,219.250.36.130,UDP,95,Ether / IP / UDP / DNS Qry b'optimizationguide-pa.googleapis.com.',1.0
1074,142.250.206.238,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1076,219.250.36.130,192.168.0.10,UDP,351,Ether / IP / UDP / DNS Ans 216.58.220.138,1.0
1078,192.168.0.10,216.58.220.138,UDP,1292,Ether / IP / UDP 192.168.0.10:55822 > 216.58.220.138:https / Raw,1.0
1080,192.168.0.10,216.58.220.138,UDP,1292,Ether / IP / UDP 192.168.0.10:55822 > 216.58.220.138:https / Raw,1.0
1082,192.168.0.10,211.115.106.202,TCP,54,Ether / IP / TCP 192.168.0.10:60459 > 211.115.106.202:http A,1.0
1084,142.250.206.238,192.168.0.10,UDP,67,Ether / IP / UDP 142.250.206.238:https > 192.168.0.10:55294 / Raw,1.0
1086,192.168.0.10,216.58.220.142,UDP,83,Ether / IP / UDP 192.168.0.10:64103 > 216.58.220.142:https / Raw,1.0
1088,192.168.0.10,219.250.36.130,UDP,71,Ether / IP / UDP / DNS Qry b'i.ytimg.com.',1.0
1090,216.58.220.138,192.168.0.10,UDP,82,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1092,216.58.220.138,192.168.0.10,UDP,1292,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1094,219.250.36.130,192.168.0.10,UDP,327,Ether / IP / UDP / DNS Ans 142.251.222.22,1.0
1096,219.250.36.130,192.168.0.10,UDP,128,Ether / IP / UDP / DNS Ans,1.0
1098,192.168.0.10,142.251.222.22,UDP,1292,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1100,192.168.0.10,142.251.222.22,UDP,867,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1102,192.168.0.10,142.251.42.131,UDP,1292,Ether / IP / UDP 192.168.0.10:52938 > 142.251.42.131:https / Raw,1.0
1104,192.168.0.10,142.251.42.131,UDP,122,Ether / IP / UDP 192.168.0.10:52938 > 142.251.42.131:https / Raw,1.0
1106,216.58.220.142,192.168.0.10,UDP,69,Ether / IP / UDP 216.58.220.142:https > 192.168.0.10:64103 / Raw,1.0
1108,216.58.220.138,192.168.0.10,UDP,1292,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1110,216.58.220.138,192.168.0.10,UDP,245,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1112,192.168.0.10,216.58.220.138,UDP,81,Ether / IP / UDP 192.168.0.10:55822 > 216.58.220.138:https / Raw,1.0
1114,192.168.0.10,216.58.220.138,UDP,115,Ether / IP / UDP 192.168.0.10:55822 > 216.58.220.138:https / Raw,1.0
1116,142.251.222.22,192.168.0.10,UDP,82,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1118,192.168.0.10,216.58.220.142,UDP,74,Ether / IP / UDP 192.168.0.10:64103 > 216.58.220.142:https / Raw,1.0
1120,192.168.0.10,219.250.36.130,UDP,80,Ether / IP / UDP / DNS Qry b'fonts.googleapis.com.',1.0
1122,216.58.220.138,192.168.0.10,UDP,1292,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1124,192.168.0.10,216.58.220.138,UDP,205,Ether / IP / UDP 192.168.0.10:55822 > 216.58.220.138:https / Raw,1.0
1126,219.250.36.130,192.168.0.10,UDP,137,Ether / IP / UDP / DNS Ans,1.0
1128,142.251.42.131,192.168.0.10,UDP,82,Ether / IP / UDP 142.251.42.131:https > 192.168.0.10:52938 / Raw,1.0
1130,142.251.42.131,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.42.131:https > 192.168.0.10:52938 / Raw,1.0
1132,192.168.0.10,142.250.206.202,UDP,1292,Ether / IP / UDP 192.168.0.10:53675 > 142.250.206.202:https / Raw,1.0
1134,192.168.0.10,142.250.206.202,UDP,972,Ether / IP / UDP 192.168.0.10:53675 > 142.250.206.202:https / Raw,1.0
1136,216.58.220.138,192.168.0.10,UDP,163,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1138,192.168.0.10,216.58.220.138,UDP,76,Ether / IP / UDP 192.168.0.10:55822 > 216.58.220.138:https / Raw,1.0
1140,192.168.0.10,216.58.220.138,UDP,75,Ether / IP / UDP 192.168.0.10:55822 > 216.58.220.138:https / Raw,1.0
1142,216.58.220.142,192.168.0.10,UDP,140,Ether / IP / UDP 216.58.220.142:https > 192.168.0.10:64103 / Raw,1.0
1144,142.251.222.22,192.168.0.10,UDP,1292,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1146,142.251.222.22,192.168.0.10,UDP,978,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1148,142.251.222.22,192.168.0.10,UDP,180,Ether / IP / UDP 142.251.222.22:https > 192.168.0.10:59507 / Raw,1.0
1150,192.168.0.10,142.251.222.22,UDP,73,Ether / IP / UDP 192.168.0.10:59507 > 142.251.222.22:https / Raw,1.0
1152,216.58.220.138,192.168.0.10,UDP,67,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1154,142.251.42.131,192.168.0.10,UDP,350,Ether / IP / UDP 142.251.42.131:https > 192.168.0.10:52938 / Raw,1.0
1156,142.251.42.131,192.168.0.10,UDP,71,Ether / IP / UDP 142.251.42.131:https > 192.168.0.10:52938 / Raw,1.0
1158,216.58.220.138,192.168.0.10,UDP,69,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1160,192.168.0.10,142.251.42.131,UDP,73,Ether / IP / UDP 192.168.0.10:52938 > 142.251.42.131:https / Raw,1.0
1162,142.250.206.202,192.168.0.10,UDP,82,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1164,142.250.206.202,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1165,192.168.0.10,142.250.206.202,UDP,1292,Ether / IP / UDP 192.168.0.10:53675 > 142.250.206.202:https / Raw,1.0
1167,192.168.0.10,142.251.42.131,UDP,74,Ether / IP / UDP 192.168.0.10:52938 > 142.251.42.131:https / Raw,1.0
1169,142.250.206.202,192.168.0.10,UDP,1292,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1171,142.250.206.202,192.168.0.10,UDP,107,Ether / IP / UDP 142.250.206.202:https > 192.168.0.10:53675 / Raw,1.0
1173,192.168.0.10,142.250.206.202,UDP,81,Ether / IP / UDP 192.168.0.10:53675 > 142.250.206.202:https / Raw,1.0
1175,142.251.42.131,192.168.0.10,UDP,162,Ether / IP / UDP 142.251.42.131:https > 192.168.0.10:52938 / Raw,1.0
1177,192.168.0.10,142.251.42.131,UDP,75,Ether / IP / UDP 192.168.0.10:52938 > 142.251.42.131:https / Raw,1.0
1179,192.168.0.10,142.250.206.202,UDP,1006,Ether / IP / UDP 192.168.0.10:53675 > 142.250.206.202:https / Raw,1.0
1181,216.58.220.138,192.168.0.10,UDP,1288,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1183,216.58.220.138,192.168.0.10,UDP,1292,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1185,216.58.220.138,192.168.0.10,UDP,1292,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1187,216.58.220.138,192.168.0.10,UDP,1098,Ether / IP / UDP 216.58.220.138:https > 192.168.0.10:55822 / Raw,1.0
1189,192.168.0.10,216.58.220.138,UDP,77,Ether / IP / UDP 192.168.0.10:55822 > 216.58.220.138:https / Raw,1.0
1191,192.168.0.10,216.58.220.138,UDP,73,Ether / IP / UDP 192.168.0.10:55822 > 216.58.220.138:https / Raw,1.0
1193,192.168.0.10,142.250.206.238,UDP,71,Ether / IP / UDP 192.168.0.10:55294 > 142.250.206.238:https / Raw,1.0
